China-City-List v202408310,,,,,,,,,,,,,
Location_ID,Location_Name_EN,Location_Name_ZH,ISO_3166_1,Country_Region_EN,Country_Region_ZH,Adm1_Name_EN,Adm1_Name_ZH,Adm2_Name_EN,Adm2_Name_ZH,Timezone,Latitude,Longitude,AD_code
101110107,Gaoling,高陵,CN,China,中国,Shaanxi,陕西省,Xi'an,西安市,Asia/Shanghai,34.5351,109.0889,610117
101110108,Xincheng,新城,CN,China,中国,Shaanxi,陕西省,Xi'an,西安市,Asia/Shanghai,34.2693,108.9599,610102
101110109,Beilin,碑林,CN,China,中国,Shaanxi,陕西省,Xi'an,西安市,Asia/Shanghai,34.2511,108.9470,610103
101110110,Lianhu,莲湖,CN,China,中国,Shaanxi,陕西省,Xi'an,西安市,Asia/Shanghai,34.2656,108.9332,610104
101110111,Baqiao,灞桥,CN,China,中国,Shaanxi,陕西省,Xi'an,西安市,Asia/Shanghai,34.2675,109.0673,610111
101110112,Weiyang,未央,CN,China,中国,Shaanxi,陕西省,Xi'an,西安市,Asia/Shanghai,34.3082,108.9460,610112
101110113,Yanta,雁塔,CN,China,中国,Shaanxi,陕西省,Xi'an,西安市,Asia/Shanghai,34.2134,108.9266,610113
101110114,Yanliang,阎良,CN,China,中国,Shaanxi,陕西省,Xi'an,西安市,Asia/Shanghai,34.6621,109.2280,610114
101110200,Xianyang,咸阳,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.3334,108.7051,610400
101110201,Sanyuan,三原,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.6140,108.9435,610422
101110202,Liquan,礼泉,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.4826,108.4283,610425
101110203,Yongshou,永寿,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.6926,108.1431,610426
101110204,Chunhua,淳化,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.7980,108.5812,610430
101110205,Jingyang,泾阳,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.5285,108.8378,610423
101110206,Wugong,武功,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.2597,108.2129,610431
101110207,Qian County,乾县,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.5273,108.2474,610424
101110208,Binzhou,彬州,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,35.0342,108.0837,610482
101110209,Changwu,长武,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,35.2061,107.7958,610428
101110210,Xunyi,旬邑,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,35.1122,108.3372,610429
101110211,Xingping,兴平,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.2971,108.4885,610481
101110212,Qindu,秦都,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.3298,108.6986,610402
101110213,Weicheng,渭城,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.3368,108.7310,610404
101110300,Yan'an,延安,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.6501,109.4947,610600
101110301,Yanchang,延长,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.5783,110.0130,610621
101110302,Yanchuan,延川,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.8821,110.1903,610622
101110303,Zichang,子长,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,37.1421,109.6760,610681
101110304,Yichuan,宜川,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.0504,110.1755,610630
101110305,Fu County,富县,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,35.9965,109.3841,610628
101110306,Zhidan,志丹,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.8230,108.7689,610625
101110307,Ansai,安塞,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.8644,109.3253,610603
101110308,Ganquan,甘泉,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.2777,109.3496,610627
101110309,Luochuan,洛川,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,35.7621,109.4357,610629
101110310,Huangling,黄陵,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,35.5802,109.2625,610632
101110311,Huanglong,黄龙,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,35.5833,109.8350,610631
101110312,Wuqi,吴起,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.9249,108.1770,610626
101110313,Pagoda,宝塔,CN,China,中国,Shaanxi,陕西省,Yan'an,延安市,Asia/Shanghai,36.5963,109.4907,610602
101110401,Yulin,榆林,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,38.2902,109.7412,610800
101110402,Fugu,府谷,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,39.0292,111.0696,610822
101110403,Shenmu,神木,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,38.8997,110.4669,610881
101110404,Jia County,佳县,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,38.0216,110.4934,610828
101110405,Dingbian,定边,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,37.5952,107.6013,610825
101110406,Jingbian,靖边,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,37.5961,108.8057,610824
101110407,Hengshan,横山,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,37.9640,109.2926,610803
101110408,Mizhi,米脂,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,37.7591,110.1787,610827
101110409,Zizhou,子洲,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,37.6116,110.0346,610831
101110410,Suide,绥德,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,37.5077,110.2654,610826
101110411,Wubao,吴堡,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,37.4519,110.7393,610829
101110412,Qingjian,清涧,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,37.0877,110.1215,610830
101110413,Yuyang,榆阳,CN,China,中国,Shaanxi,陕西省,Yulin,榆林市,Asia/Shanghai,38.2993,109.7479,610802
101110501,Weinan,渭南,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,34.4994,109.5029,610500
101110503,Tongguan,潼关,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,34.5445,110.2473,610522
101110504,Dali Prefecture,大荔,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,34.7950,109.9431,610523
101110505,Baishui,白水,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,35.1773,109.5943,610527
101110506,Fuping,富平,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,34.7467,109.1872,610528
101110507,Pucheng,蒲城,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,34.9560,109.5897,610526
101110508,Chengcheng,澄城,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,35.1840,109.9376,610525
101110509,Heyang,合阳,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,35.2371,110.1480,610524
101110510,Hancheng,韩城,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,35.4752,110.4524,610581
101110511,Huayin,华阴,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,34.5654,110.0895,610582
101110512,Linwei,临渭,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,34.5013,109.5033,610502
101110513,Huazhou,华州,CN,China,中国,Shaanxi,陕西省,Weinan,渭南市,Asia/Shanghai,34.5120,109.7614,610503
101110601,Shangluo,商洛,CN,China,中国,Shaanxi,陕西省,Shangluo,商洛市,Asia/Shanghai,33.8683,109.9398,611000
101110602,Luonan,洛南,CN,China,中国,Shaanxi,陕西省,Shangluo,商洛市,Asia/Shanghai,34.0885,110.1457,611021
101110603,Zhashui,柞水,CN,China,中国,Shaanxi,陕西省,Shangluo,商洛市,Asia/Shanghai,33.6828,109.1113,611026
101110604,Shangzhou,商州,CN,China,中国,Shaanxi,陕西省,Shangluo,商洛市,Asia/Shanghai,33.8692,109.9377,611002
101110605,Zhen'an,镇安,CN,China,中国,Shaanxi,陕西省,Shangluo,商洛市,Asia/Shanghai,33.4240,109.1511,611025
101110606,Danfeng,丹凤,CN,China,中国,Shaanxi,陕西省,Shangluo,商洛市,Asia/Shanghai,33.6947,110.3319,611022
101110607,Shangnan,商南,CN,China,中国,Shaanxi,陕西省,Shangluo,商洛市,Asia/Shanghai,33.5264,110.8854,611023
101110608,Shanyang,山阳,CN,China,中国,Shaanxi,陕西省,Shangluo,商洛市,Asia/Shanghai,33.5304,109.8804,611024
101110701,Ankang,安康,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,32.6903,109.0293,610900
101110702,Ziyang,紫阳,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,32.5202,108.5378,610924
101110703,Shiquan,石泉,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,33.0385,108.2505,610922
101110704,Hanyin,汉阴,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,32.8911,108.5109,610921
101110705,Xunyang,旬阳,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,32.8336,109.3681,610981
101110706,Langao,岚皋,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,32.3107,108.9007,610925
101110707,Pingli,平利,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,32.3879,109.3619,610926
101110708,Baihe,白河,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,32.8095,110.1142,610929
101110709,Zhenping,镇坪,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,31.8834,109.5264,610927
101110710,Ningshan,宁陕,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,33.3122,108.3137,610923
101110711,Hanbin,汉滨,CN,China,中国,Shaanxi,陕西省,Ankang,安康市,Asia/Shanghai,32.6908,109.0291,610902
101110801,Hanzhong,汉中,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.0777,107.0286,610700
101110802,Lueyang,略阳,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.3296,106.1539,610727
101110803,Mian County,勉县,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.1556,106.6802,610725
101110804,Liuba,留坝,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.6133,106.9244,610729
101110805,Yang County,洋县,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.2233,107.5500,610723
101110806,Chenggu,城固,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.1531,107.3299,610722
101110807,Xixiang,西乡,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,32.9880,107.7659,610724
101110808,Foping,佛坪,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.5207,107.9886,610730
101110809,Ningqiang,宁强,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,32.8308,106.2574,610726
101110810,Nanzheng,南郑,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.0033,106.9424,610703
101110811,Zhenba,镇巴,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,32.5359,107.8953,610728
101110812,Hantai,汉台,CN,China,中国,Shaanxi,陕西省,Hanzhong,汉中市,Asia/Shanghai,33.0777,107.0282,610702
101110901,Baoji,宝鸡,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.3629,107.2377,610300
101110902,Weibin,渭滨,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.3551,107.1553,610302
101110903,Qianyang,千阳,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.6426,107.1330,610328
101110904,Linyou,麟游,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.6777,107.7966,610329
101110905,Qishan,岐山,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.4430,107.6245,610323
101110906,Fengxiang,凤翔,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.5217,107.4006,610305
101110907,Fufeng,扶风,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.3755,107.8914,610324
101110908,Mei County,眉县,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.2721,107.7524,610326
101110909,Taibai,太白,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.0592,107.3165,610331
101110910,Feng County,凤县,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,33.9125,106.5252,610330
101110911,Long County,陇县,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.8933,106.8571,610327
101110912,Chencang,陈仓,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.3527,107.3836,610304
101110913,Jintai,金台,CN,China,中国,Shaanxi,陕西省,Baoji,宝鸡市,Asia/Shanghai,34.3971,107.2327,610303
101111001,Tongchuan,铜川,CN,China,中国,Shaanxi,陕西省,Tongchuan,铜川市,Asia/Shanghai,34.9166,108.9796,610200
101111003,Yijun,宜君,CN,China,中国,Shaanxi,陕西省,Tongchuan,铜川市,Asia/Shanghai,35.3988,109.1183,610222
101111004,Yaozhou,耀州,CN,China,中国,Shaanxi,陕西省,Tongchuan,铜川市,Asia/Shanghai,34.9102,108.9625,610204
101111005,Wangyi,王益,CN,China,中国,Shaanxi,陕西省,Tongchuan,铜川市,Asia/Shanghai,35.0691,109.0759,610202
101111006,Yintai,印台,CN,China,中国,Shaanxi,陕西省,Tongchuan,铜川市,Asia/Shanghai,35.1119,109.1008,610203
101111102,Yangling,杨陵,CN,China,中国,Shaanxi,陕西省,Xianyang,咸阳市,Asia/Shanghai,34.2714,108.0863,610403
101120101,Jinan,济南,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.6521,117.1201,370100
101120102,Changqing,长清,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.5611,116.7459,370113
101120103,Shanghe,商河,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,37.3105,117.1564,370126
101120104,Zhangqiu,章丘,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.7121,117.5407,370114
101120105,Pingyin,平阴,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.2869,116.4551,370124
101120106,Jiyang,济阳,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.9768,117.1760,370115
101120107,Lixia,历下,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.6642,117.0386,370102
101120108,Shizhong,市中,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.6574,116.9990,370103
101120109,Huaiyin,槐荫,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.6682,116.9479,370104
101120110,Tianqiao,天桥,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.6934,116.9961,370105
101120111,Licheng,历城,CN,China,中国,Shandong,山东省,Jinan,济南市,Asia/Shanghai,36.6817,117.0637,370112
101120201,Qingdao,青岛,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.0830,120.3552,370200
101120202,Laoshan,崂山,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.1026,120.4674,370212
101120203,Shinan,市南,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.0709,120.3960,370202
101120204,Jimo,即墨,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.3908,120.4474,370215
101120205,Jiaozhou,胶州,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.2859,120.0062,370281
101120206,Huangdao,黄岛,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,35.9607,120.1978,370211
101120207,Laixi,莱西,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.8651,120.5262,370285
101120208,Pingdu,平度,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.7888,119.9590,370283
101120209,Shibei,市北,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.0838,120.3550,370203
101120210,Licang,李沧,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.1600,120.4212,370213
101120211,Chengyang,城阳,CN,China,中国,Shandong,山东省,Qingdao,青岛市,Asia/Shanghai,36.3068,120.3891,370214
101120301,Zibo,淄博,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,36.8149,118.0476,370300
101120302,Zichuan,淄川,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,36.6473,117.9677,370302
101120303,Boshan,博山,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,36.4976,117.8582,370304
101120304,Gaoqing,高青,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,37.1696,117.8298,370322
101120305,Zhoucun,周村,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,36.8037,117.8510,370306
101120306,Yiyuan,沂源,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,36.1863,118.1662,370323
101120307,Huantai,桓台,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,36.9598,118.1016,370321
101120308,Linzi,临淄,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,36.8167,118.3060,370305
101120309,Zhangdian,张店,CN,China,中国,Shandong,山东省,Zibo,淄博市,Asia/Shanghai,36.8070,118.0535,370303
101120401,Dezhou,德州,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.4540,116.3074,371400
101120402,Wucheng,武城,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.2095,116.0786,371428
101120403,Linyi,临邑,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.1920,116.8670,371424
101120405,Qihe,齐河,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,36.7955,116.7584,371425
101120406,Leling,乐陵,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.7291,117.2167,371481
101120407,Qingyun,庆云,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.7777,117.3905,371423
101120408,Pingyuan,平原,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.1645,116.4339,371426
101120409,Ningjin,宁津,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.6496,116.7937,371422
101120410,Xiajin,夏津,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,36.9505,116.0038,371427
101120411,Yucheng,禹城,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,36.9345,116.6426,371482
101120412,Decheng,德城,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.4539,116.3071,371402
101120413,Lingcheng,陵城,CN,China,中国,Shandong,山东省,Dezhou,德州市,Asia/Shanghai,37.3328,116.5749,371403
101120501,Yantai,烟台,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.4646,121.4478,370600
101120502,Laizhou,莱州,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.1827,119.9421,370683
101120504,Penglai,蓬莱,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.7957,120.8291,370614
101120505,Longkou,龙口,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.6484,120.5283,370681
101120506,Zhaoyuan,招远,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.3649,120.4031,370685
101120507,Qixia,栖霞,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.3059,120.8341,370686
101120508,Fushan,福山,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.4969,121.2647,370611
101120509,Muping,牟平,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.3884,121.6015,370612
101120510,Laiyang,莱阳,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,36.9770,120.7112,370682
101120511,Haiyang,海阳,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,36.6883,121.1735,370687
101120512,Zhifu,芝罘,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.5409,121.3859,370602
101120513,Laishan,莱山,CN,China,中国,Shandong,山东省,Yantai,烟台市,Asia/Shanghai,37.4735,121.4489,370613
101120601,Weifang,潍坊,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.7093,119.1071,370700
101120602,Qingzhou,青州,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.6979,118.4847,370781
101120603,Shouguang,寿光,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.8571,118.7911,370783
101120604,Linqu,临朐,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.5164,118.5399,370724
101120605,Changle,昌乐,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.7033,118.8400,370725
101120606,Changyi,昌邑,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.8549,119.3945,370786
101120607,Anqiu,安丘,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.4796,119.2189,370784
101120608,Gaomi,高密,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.3775,119.7570,370785
101120609,Zhucheng,诸城,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,35.9971,119.4032,370782
101120610,Weicheng,潍城,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.7281,119.0249,370702
101120611,Hanting,寒亭,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.7721,119.2079,370703
101120612,Fangzi,坊子,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.6546,119.1663,370704
101120613,Kuiwen,奎文,CN,China,中国,Shandong,山东省,Weifang,潍坊市,Asia/Shanghai,36.7095,119.1374,370705
101120701,Jining,济宁,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.4154,116.5872,370800
101120702,Jiaxiang,嘉祥,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.3981,116.3429,370829
101120703,Weishan,微山,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,34.8095,117.1286,370826
101120704,Yutai,鱼台,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,34.9977,116.6500,370827
101120705,Yanzhou,兖州,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.5564,116.8290,370812
101120706,Jinxiang,金乡,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.0698,116.3104,370828
101120707,Wenshang,汶上,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.7217,116.4871,370830
101120708,Sishui,泗水,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.6532,117.2736,370831
101120709,Liangshan Prefecture,梁山,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.7660,116.1318,370832
101120710,Qufu,曲阜,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.5928,116.9919,370881
101120711,Zoucheng,邹城,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.4053,116.9667,370883
101120712,Rencheng,任城,CN,China,中国,Shandong,山东省,Jining,济宁市,Asia/Shanghai,35.4148,116.5953,370811
101120801,Tai'an,泰安,CN,China,中国,Shandong,山东省,Tai'an,泰安市,Asia/Shanghai,36.1950,117.1291,370900
101120802,Xintai,新泰,CN,China,中国,Shandong,山东省,Tai'an,泰安市,Asia/Shanghai,35.9104,117.7661,370982
101120803,Taishan,泰山,CN,China,中国,Shandong,山东省,Tai'an,泰安市,Asia/Shanghai,36.1893,117.1300,370902
101120804,Feicheng,肥城,CN,China,中国,Shandong,山东省,Tai'an,泰安市,Asia/Shanghai,36.1856,116.7637,370983
101120805,Dongping,东平,CN,China,中国,Shandong,山东省,Tai'an,泰安市,Asia/Shanghai,35.9305,116.4611,370923
101120806,Ningyang,宁阳,CN,China,中国,Shandong,山东省,Tai'an,泰安市,Asia/Shanghai,35.7675,116.7993,370921
101120807,Daiyue,岱岳,CN,China,中国,Shandong,山东省,Tai'an,泰安市,Asia/Shanghai,36.1841,117.0435,370911
101120901,Linyi,临沂,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,35.1038,118.3565,371300
101120902,Junan,莒南,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,35.1759,118.8383,371327
101120903,Yinan,沂南,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,35.5470,118.4554,371321
101120904,Lanling,兰陵,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,34.8556,118.0500,371324
101120905,Linshu,临沭,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,34.9171,118.6484,371329
101120906,Tancheng,郯城,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,34.6147,118.3430,371322
101120907,Mengyin,蒙阴,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,35.7124,117.9433,371328
101120908,Pingyi,平邑,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,35.5115,117.6319,371326
101120909,Fei County,费县,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,35.2692,117.9689,371325
101120910,Yishui,沂水,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,35.7870,118.6345,371323
101120911,Lanshan,兰山,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,35.0528,118.3473,371302
101120912,Luozhuang,罗庄,CN,China,中国,Shandong,山东省,Linyi,临沂市,Asia/Shanghai,34.9972,118.2848,371311
